tweet_id,text,url,date,author,retweet_count,reply_count,likes_count,quote_count,mentions,hashtags,media1434912193804267532,RT @ISR_Radiology: Deep-learning analysis of joint MRI exams is an up-and-coming application of #ArtificialIntelligence that could dramatic…,https://twitter.com/1668647840/status/1434912193804267532,2021-09-06T16:11:41.000Z,1668647840,2,0,0,0,@ISR_Radiology,#ArtificialIntelligence,
1434911380843474952,"Amazing resource for #radres &amp; #futureradres by @WCMRadiology educator extraordinaire @LilyBelfi 
@ACRRFS @ACRYPS 
Congratulations Lily!!! https://t.co/iCGRycejzR",https://twitter.com/4214940802/status/1434911380843474952,2021-09-06T16:08:27.000Z,4214940802,0,0,1,0,"@WCMRadiology, @LilyBelfi, @ACRRFS, @ACRYPS","#radres, #futureradres",
1434874722408271872,Healthcare is in the midst of evolutionary change and Baylor Scott &amp; White Emergency H... is at the forefront. Are you interested in being a part of the history of Healthcare evolution? Click the link to apply for Radiology... in! https://t.co/66dmMNo1Qg #radiology,https://twitter.com/803258279392645121/status/1434874722408271872,2021-09-06T13:42:47.000Z,803258279392645121,0,0,0,0,,#radiology,
1434873909422301192,RT @LilyBelfi: We have done it! 100 peer-reviewed radiology teaching modules published on our https://t.co/lmG7SkmyIL website! Huge congrat…,https://twitter.com/2251009131/status/1434873909422301192,2021-09-06T13:39:33.000Z,2251009131,35,0,0,0,@LilyBelfi,,
1434873897841737732,RT @Applied_Rad: What's your dx? Middle-aged woman presented to the emergency department with a chief complaint of sudden onset excruciatin…,https://twitter.com/1263098034289688576/status/1434873897841737732,2021-09-06T13:39:30.000Z,1263098034289688576,6,0,0,0,@Applied_Rad,,
1434873497906556931,"RT @EsurOffice: Submit your Abstract before September 20th and get an award! Check it on: https://t.co/rzDk7ktSIo
#esur2021 #radiology http…",https://twitter.com/1263098034289688576/status/1434873497906556931,2021-09-06T13:37:55.000Z,1263098034289688576,4,0,0,0,@EsurOffice,"#esur2021, #radiology",
1434872793481551875,#questions? reach out to us https://t.co/4PlS4NyTWM #call 8456920030 #email information@rapc.net #radiology #RT,https://twitter.com/1931801833/status/1434872793481551875,2021-09-06T13:35:07.000Z,1931801833,0,0,0,0,,"#questions, #call, #email, #radiology, #RT",
1434872788284690435,WT limb-blood syndrome https://t.co/w0D5ot8Ei9 #RareDisease #MedEd #FOAMrad https://t.co/NMrrUwYJKH,https://twitter.com/558114487/status/1434872788284690435,2021-09-06T13:35:06.000Z,558114487,0,0,2,0,,"#RareDisease, #MedEd, #FOAMrad",https://pbs.twimg.com/media/E-mxMnfUcAEnuAW.png
1434872594851840011,RT @SIRspecialists: The @WomenIRads Champion Award is presented annually to recognize an individual who has consistently made a significant…,https://twitter.com/1204196842885582855/status/1434872594851840011,2021-09-06T13:34:19.000Z,1204196842885582855,3,0,0,0,"@SIRspecialists, @womenirads",,
1434872208434733063,"We are happy to announce Arabmedicare as a Media Partner for ARM 2021.
For more info, visit: https://t.co/M82M8qTsna 
.
#radiology #radiologist #radiographer #residents #imaging #diagnostic #healthcare #cme #indexevents #radiologyuae #arabmedicare https://t.co/liO4cXTLBd",https://twitter.com/762961829748477952/status/1434872208434733063,2021-09-06T13:32:47.000Z,762961829748477952,0,0,0,0,,"#radiology, #radiologist, #radiographer, #residents, #imaging, #diagnostic, #healthcare, #cme, #indexevents, #radiologyuae, #arabmedicare",https://pbs.twimg.com/media/E-mwir8XsAQHijp.jpg
1434870809919737856,RT @mskultrasound: Tackle the lateral ankle ligaments in a structured way #skeletallandmarks here is a step by step approach to the anterio…,https://twitter.com/28612127/status/1434870809919737856,2021-09-06T13:27:14.000Z,28612127,2,0,0,0,@mskultrasound,#skeletallandmarks,
1434870637953273859,RT @YousofAlZahrani: #الأشعةالتداخلية #Irad,https://twitter.com/2911507279/status/1434870637953273859,2021-09-06T13:26:33.000Z,2911507279,1,0,0,0,@YousofAlZahrani,"#الأشعةالتداخلية, #Irad",
1434870491458768896,"RT @SIRspecialists: This Women in Medicine Month, we recognize @womenirads for working to inspire and empower women within the specialty. #…",https://twitter.com/107164772/status/1434870491458768896,2021-09-06T13:25:58.000Z,107164772,1,0,0,0,"@SIRspecialists, @womenirads",,
1434812096483577858,"RT @BJR_Radiology: Read the #OpenAccess case published in BJR|Case reports: https://t.co/qRcDsPp3zW
#Radiology #FOAMed https://t.co/y2nag8i…",https://twitter.com/1354157563114364929/status/1434812096483577858,2021-09-06T09:33:55.000Z,1354157563114364929,2,0,0,0,@BJR_Radiology,"#OpenAccess, #Radiology, #FOAMed",
1434812072353615874,RT @Applied_Rad: What's your dx? Middle-aged woman presented to the emergency department with a chief complaint of sudden onset excruciatin…,https://twitter.com/778767840706822147/status/1434812072353615874,2021-09-06T09:33:50.000Z,778767840706822147,6,0,0,0,@Applied_Rad,,
1434731324552531972,"RT @RadiologySigns: Q: The double what sign is here and what's the pathology?
ANSWER: https://t.co/gG0nkhZhs6
#FOAMrad #FOAMed https://t.co…",https://twitter.com/1738738189/status/1434731324552531972,2021-09-06T04:12:58.000Z,1738738189,25,0,0,0,@RadiologySigns,"#FOAMrad, #FOAMed",
1434731222304018434,"RT @RadiologySigns: Q: How did this normal tissue end up here?
ANSWER: https://t.co/bvIwg0AiZh
#FOAMrad #FOAMed https://t.co/3VDbAF3LWC",https://twitter.com/1325310646527922182/status/1434731222304018434,2021-09-06T04:12:34.000Z,1325310646527922182,6,0,0,0,@RadiologySigns,"#FOAMrad, #FOAMed",https://pbs.twimg.com/media/E-E2acCVIAAwEZj.jpg
1434731101310775309,"RT @AuntMinnie: Contrast-enhanced spectral mammography (CESM) is a good alternative to MRI in evaluating invasive breast cancers, says a st…",https://twitter.com/963268952460689408/status/1434731101310775309,2021-09-06T04:12:05.000Z,963268952460689408,3,0,0,0,@AuntMinnie,,
1434729539620442115,"RT @i2iConnect: On-board your Hospital or Diagnostic center for TeleReporting in less than 30 min. 
For more info reach us : we@i2itelesolu…",https://twitter.com/4839215822/status/1434729539620442115,2021-09-06T04:05:52.000Z,4839215822,1,0,0,0,@i2iConnect,,
1434728060289359881,"Q: How did this normal tissue end up here?
ANSWER: https://t.co/bvIwg0AiZh
#FOAMrad #FOAMed https://t.co/3VDbAF3LWC",https://twitter.com/578889746/status/1434728060289359881,2021-09-06T04:00:00.000Z,578889746,6,2,60,2,,"#FOAMrad, #FOAMed",https://pbs.twimg.com/media/E-E2acCVIAAwEZj.jpg
,,,,,,,,,,,REPLIES
,,,,,,,,,,,@RadiologySigns !
